Species;Family;Region;Continent;Realm;First_Observation;IntentionalRelease;Latest_Reference;Latest_Reference_Year
Opogona sacchari;Tineidae;France;Europe;Palearctic;1980;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Opogona sacchari;Tineidae;United Kingdom;Europe;Palearctic;1982;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Opogona sacchari;Tineidae;British North American Islands;North America;Nearctic;;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Opogona sacchari;Tineidae;Greece;Europe;Palearctic;1910;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Opogona sacchari;Tineidae;Honduras;North America;Panamanian;;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Opogona sacchari;Tineidae;Italy;Europe;Palearctic;1973;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Opogona sacchari;Tineidae;Japan;Asia;Oriental;1999;0;Turner, R., et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.;2024
Opogona sacchari;Tineidae;Japan;Asia;Sino-Japanese;1986;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Opogona sacchari;Tineidae;Morocco;Africa;Saharo-Arabian;;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Opogona sacchari;Tineidae;Netherlands;Europe;Palearctic;1987;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Opogona sacchari;Tineidae;Peru;South America;Neotropical;;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Opogona sacchari;Tineidae;Portugal;Europe;Palearctic;;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Opogona sacchari;Tineidae;Azores;Europe;Palearctic;;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Opogona sacchari;Tineidae;Madeira;Africa;Palearctic;;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Opogona sacchari;Tineidae;Russia Asia;Asia;Palearctic;;;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Opogona sacchari;Tineidae;United States;North America;Nearctic;1963;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Opogona sacchari;Tineidae;Hawaii;Oceania;Nearctic;1985;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Opogona sacchari;Tineidae;Venezuela;South America;Neotropical;;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Opsitycha squalidella;Oecophoridae;New Zealand;Oceania;Australian;1939;;Turner, R., et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.;2024
Oraesia emarginata;Erebidae;Australia;Australia;Australian;;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022
Oraesia excavata;Erebidae;Hawaii;Oceania;Nearctic;2009;0;Turner, R., et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.;2024
Orgyia antiqua;Erebidae;Canada;North America;Nearctic;;0;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org;2020
Orgyia antiqua;Erebidae;Chile;South America;Neotropical;1900;;Turner, R., et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.;2024
Orgyia antiqua;Erebidae;United States;North America;Nearctic;;0;Simpson, A., et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release. Available at: https://www.sciencebase.gov/catalog/item/62d59ae5d34e87fffb2dda99;2022
Ornativalva erubescens;Gelechiidae;United States;North America;Nearctic;2014;0;Simpson, A., et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release. Available at: https://www.sciencebase.gov/catalog/item/62d59ae5d34e87fffb2dda99;2022
Ostrinia furnacalis;Crambidae;Guam;Oceania;Oceanina;;0;Shine, C., et al. (2003). Invasive alien species in the Austral Pacific Region: National Reports and Directory of Resources. Global Invasive Species Programme, Cape Town, South Africa.;2003
Ostrinia nubilalis;Crambidae;Guam;Oceania;Oceanina;;0;Shine, C., et al. (2003). Invasive alien species in the Austral Pacific Region: National Reports and Directory of Resources. Global Invasive Species Programme, Cape Town, South Africa.;2003
Ostrinia nubilalis;Crambidae;United States;North America;Nearctic;1917;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Oxyodes scrobiculata;Erebidae;Australia;Australia;Australian;;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022
Oxyplax pallivitta;Limacodidae;Japan;Asia;Oriental;1995;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Oxyplax pallivitta;Limacodidae;Hawaii;Oceania;Nearctic;2001;0;Turner, R., et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.;2024
Paectes arcigera;Euteliidae;Galapagos;South America;Neotropical;1923;0;Turner, R., et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.;2024
Palpita persimilis;Crambidae;Chile;South America;Neotropical;1960;;Turner, R., et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.;2024
Palpita persimilis;Crambidae;United States;North America;Nearctic;1985;0;Simpson, A., et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release. Available at: https://www.sciencebase.gov/catalog/item/62d59ae5d34e87fffb2dda99;2022
Palpita vitrealis;Crambidae;Russia Europe;Europe;Palearctic;2016;0;Poltavsky, A., Ilyina, E. (2017). New Finds of Alien Lepidoptera Species in Dagestan. Russian Journal of Biological Invasions. 8(4): 347-350;2017
Pandemis cerasana;Tortricidae;United States;North America;Nearctic;1964;0;Simpson, A., et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release. Available at: https://www.sciencebase.gov/catalog/item/62d59ae5d34e87fffb2dda99;2022
Pandemis heparana;Tortricidae;Canada;North America;Nearctic;1978;0;Gillespie, D., Gillespie, B. (1982). A list of plant-feeding Lepidoptera introduced into British Columbia. Journal of the Entomological Society of British Columbia.  79: 37-54;1982
Pandemis heparana;Tortricidae;United States;North America;Nearctic;1978;0;Simpson, A., et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release. Available at: https://www.sciencebase.gov/catalog/item/62d59ae5d34e87fffb2dda99;2022
Pandesma anysa;Erebidae;Hawaii;Oceania;Nearctic;1975;0;Turner, R., et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.;2024
Pantydia sparsa;Erebidae;New Zealand;Oceania;Australian;;;Turner, R., et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.;2024
Papilio demodocus;Papilionidae;French African Islands;Africa;Madagascan;1863;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Papilio demodocus;Papilionidae;Mauritius;Africa;Oceanina;1870;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Papilio demoleus;Papilionidae;Cuba;North America;Panamanian;2007;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Papilio demoleus;Papilionidae;Cyprus;Asia;Saharo-Arabian;2021;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Papilio demoleus;Papilionidae;Dominican Republic;North America;Panamanian;2004;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Papilio demoleus;Papilionidae;Jamaica;North America;Panamanian;2006;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Papilio demoleus;Papilionidae;Sri Lanka;Asia;Oriental;;;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Papilio demoleus;Papilionidae;Portugal;Europe;Palearctic;2012;0;CAB International (CABI) (2024). CABI Invasive Species Compendium. Available at: https://www.cabidigitallibrary.org/product/QI;2024
Papilio demoleus;Papilionidae;Seychelles;Africa;Oceanina;2016;0;Kolosova, Y., Bolotov, I. (2020). Recent invasion of the Lime Swallowtail Papilio demoleus (Lepidoptera: Papilionidae) to Seychelles. Ecologica Montenegrina. 28: 31-39;2020
Papilio demoleus;Papilionidae;Syria;Asia;Saharo-Arabian;2003;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Papilio demoleus;Papilionidae;Turkey;Asia;Palearctic;2005;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Papilio demoleus;Papilionidae;US North American Islands;North America;Panamanian;2006;0;European and Mediterranean Plant Protection Organization (EPPO) (2024). EPPO Global Database. Available at: https://gd.eppo.int;2024
Papilio demoleus;Papilionidae;Yemen;Asia;Saharo-Arabian;2009;0;Merit, X., et al. (2009). Papilio demoleus [Linnaeus, 1758] - Une expansion mondiale (Lepidoptera: Papilionidae). Lepidopteres-Revue des Lepidopteristes de France. 18: 44-47;2009
Papilio helenus;Papilionidae;South Korea;Asia;Palearctic;;;Turner, R., et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.;2024
Papilio polytes;Papilionidae;Palau;Oceania;Oceanina;;0;Shine, C., et al. (2003). Invasive alien species in the Austral Pacific Region: National Reports and Directory of Resources. Global Invasive Species Programme, Cape Town, South Africa.;2003
Paracorsia repandalis;Crambidae;United States;North America;Nearctic;2010;0;Simpson, A., et al. (2022). United States Register of Introduced and Invasive Species (US-RIIS) (ver. 2.0, November 2022): U.S. Geological Survey data release. Available at: https://www.sciencebase.gov/catalog/item/62d59ae5d34e87fffb2dda99;2022
Paralipsa gularis;Pyralidae;Australia;Australia;Australian;;;Mally, R., et al. (2022), Moths and butterflies on alien shores - global biogeography of non-native Lepidoptera. Dryad, Dataset. Available at: https://doi.org/10.5061/dryad.31zcrjdnw;2022
Paralipsa gularis;Pyralidae;Austria;Europe;Palearctic;;0;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org;2020
Paralipsa gularis;Pyralidae;Belgium;Europe;Palearctic;;0;Roy, D., et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;2020
Paralipsa gularis;Pyralidae;Switzerland;Europe;Palearctic;;0;Roy, D., et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;2020
Paralipsa gularis;Pyralidae;Czechia;Europe;Palearctic;;0;Roy, D., et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;2020
Paralipsa gularis;Pyralidae;Germany;Europe;Palearctic;;0;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org;2020
Paralipsa gularis;Pyralidae;Denmark;Europe;Palearctic;;0;Roy, D., et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;2020
Paralipsa gularis;Pyralidae;France;Europe;Palearctic;;0;Roy, D., et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;2020
Paralipsa gularis;Pyralidae;United Kingdom;Europe;Palearctic;;0;Roy, D., et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;2020
Paralipsa gularis;Pyralidae;Hungary;Europe;Palearctic;;0;Roy, D., et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;2020
Paralipsa gularis;Pyralidae;Italy;Europe;Palearctic;1957;0;Roy, D., et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;2020
Paralipsa gularis;Pyralidae;Sicily and Sardinia;Europe;Palearctic;1943;0;Roy, D., et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;2020
Paralipsa gularis;Pyralidae;South Korea;Asia;Palearctic;;;Turner, R., et al. (2024). International Non-native Insect Establishment Data (0.2.1) [Data set]. Zenodo.;2024
Paralipsa gularis;Pyralidae;Latvia;Europe;Palearctic;;0;Roy, D., et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;2020
Paralipsa gularis;Pyralidae;Netherlands;Europe;Palearctic;;0;Roy, D., et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;2020
Paralipsa gularis;Pyralidae;Norway;Europe;Palearctic;;0;Roy, D., et al. (2020). DAISIE - Delivering Alien Invasive Species Inventories for Europe. Available at: http://www.europe-aliens.org/;2020
Paralipsa gularis;Pyralidae;Slovenia;Europe;Palearctic;;;Invasive Species Specialist Group ISSG (2020). Global Register of Introduced and Invasive Species GRIIS. Available at: https://griis.org;2020
